data_year,criminal_act_id,offense_id
2024,9,220930200
2024,9,220930202
2024,9,220930208
2024,6,220930214
2024,8,220930214
2024,9,220930223
2024,9,220930224
2024,9,220930226
2024,9,220930229
2024,5,220930230
2024,9,220930231
2024,9,220930232
2024,9,220930237
2024,6,220930238
2024,9,220930239
2024,9,220930243
2024,9,220930244
2024,9,220930248
2024,1,220930251
2024,9,220930255
2024,9,220930257
2024,7,220930260
2024,6,220930261
2024,9,220930262
2024,9,220930263
2024,9,220930265
2024,6,220930266
2024,6,220930269
2024,1,222895477
2024,9,220930276
2024,9,220930277
2024,9,220930278
2024,9,220930279
2024,9,220930280
2024,6,220930285
2024,6,220930287
2024,9,220930291
2024,6,220930292
2024,9,220930298
2024,1,220930299
2024,9,220930303
2024,6,220930305
2024,9,220930306
2024,2,220930307
2024,9,220930308
2024,1,220930310
2024,7,220930310
2024,1,220930317
2024,9,220930319
2024,6,220930320
2024,9,220930321
2024,9,220930325
2024,9,220930326
2024,9,220930327
2024,9,220930328
2024,9,220930334
2024,9,220930336
2024,9,220930338
2024,9,220930344
2024,9,220930345
2024,9,220930349
2024,9,220930350
2024,9,220930355
2024,9,220930358
2024,9,220930361
2024,9,220930362
2024,9,220930363
2024,5,220930371
2024,6,220930371
2024,9,220930001
2024,9,220930002
2024,9,220930011
2024,9,220930013
2024,9,220930015
2024,9,220930036
2024,9,220930037
2024,9,220930051
2024,9,222895484
2024,9,220930064
2024,9,220930065
2024,9,220930068
2024,9,220930070
2024,5,220930078
2024,9,220930082
2024,9,220930084
2024,9,220930085
2024,9,220930086
2024,8,222895494
2024,9,220930093
2024,5,222895498
2024,9,220930097
2024,9,220930098
2024,6,222895500
2024,9,222895507
2024,9,222895508
2024,9,222895509
2024,9,222895513
2024,9,222895514
2024,9,222895516
2024,9,222895517
2024,9,222895523
2024,1,222895525
2024,6,222895525
2024,8,222895525
2024,9,222895526
2024,9,222895528
2024,6,222895530
2024,9,222895532
2024,9,222895535
2024,5,222895538
2024,9,222895539
2024,9,222895540
2024,9,222895541
2024,9,222895543
2024,9,222895544
2024,9,222895545
2024,9,222895549
2024,9,222895559
2024,9,222895566
2024,9,222895568
2024,9,222895573
2024,6,222895574
2024,9,222895575
2024,9,222895576
2024,9,222895577
2024,6,222895578
2024,9,222895582
2024,9,222895588
2024,9,222895591
2024,9,222895594
2024,9,222895596
2024,9,222895598
2024,9,222895602
2024,9,222895603
2024,9,222895604
2024,3,222895608
2024,9,222895609
2024,9,222895610
2024,9,231872551
2024,9,231872552
2024,9,222895617
2024,9,222895618
2024,5,222895619
2024,6,222895625
2024,2,222895630
2024,6,222895631
2024,9,222895632
2024,9,222895638
2024,5,222895640
2024,6,222895642
2024,9,222895643
2024,9,222895646
2024,9,222895648
2024,9,222895655
2024,9,222895658
2024,9,222895661
2024,9,222895662
2024,9,222895663
2024,9,222895667
2024,9,222895672
2024,9,222895675
2024,9,222895679
2024,9,231872554
2024,9,222895682
2024,9,222895690
2024,9,222895692
2024,9,222895694
2024,9,222895697
2024,9,222895701
2024,9,222895702
2024,6,224538205
2024,9,222895707
2024,9,222895709
2024,9,222895711
2024,9,222895712
2024,9,222895713
2024,9,222895716
2024,9,222895717
2024,9,222895719
2024,9,222895722
2024,6,224538207
2024,6,222895728
2024,9,222895736
2024,9,222895737
2024,9,222895739
2024,9,222895740
2024,9,222895744
2024,9,222895746
2024,9,222895748
2024,1,222895752
2024,6,222895752
2024,9,222895755
2024,9,222895762
2024,9,222895764
2024,9,222895768
2024,9,222895775
2024,9,222895784
2024,9,222895797
2024,9,222895801
2024,9,222895807
2024,6,222895809
2024,7,222895809
2024,9,222895817
2024,9,222895818
2024,9,222895820
2024,9,222895821
2024,6,224538229
2024,9,222895833
2024,9,222895836
2024,9,222895837
2024,5,222895838
2024,9,222895840
2024,9,222895844
2024,9,222895845
2024,9,222895852
2024,9,222895871
2024,9,222895875
2024,9,222895879
2024,9,222895886
2024,6,222895892
2024,9,222895896
2024,5,222895898
2024,9,222895901
2024,9,222895911
2024,9,222895915
2024,9,222895918
2024,9,222895919
2024,9,222895924
2024,9,222895926
2024,9,222895931
2024,6,224538238
2024,9,224538244
2024,9,224538245
2024,9,224538246
2024,9,224538248
2024,9,224538249
2024,9,224538253
2024,9,224538254
2024,5,224538257
2024,6,224538257
2024,9,224538258
2024,9,224538261
2024,9,224538265
2024,9,224538267
2024,6,224538268
2024,6,224538270
2024,6,224538272
2024,9,224538274
2024,9,224538275
2024,9,224538278
2024,9,224538285
2024,2,224538286
2024,1,224538287
2024,7,224538287
2024,8,224538287
2024,9,224538288
2024,9,224538289
2024,9,224538295
2024,9,224538300
2024,9,224538303
2024,6,224538304
2024,9,224538305
2024,8,224538306
2024,9,224538307
2024,9,224538312
2024,9,224538313
2024,6,224538319
2024,9,224538322
2024,9,224538324
2024,9,224538328
2024,9,224538332
2024,5,224538334
2024,9,224538335
2024,9,224538338
2024,9,224538340
2024,9,224538342
2024,9,224538343
2024,9,224538344
2024,9,224538345
2024,6,224538347
2024,9,224538349
2024,9,224538354
2024,9,224538355
2024,9,224538356
