data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2024,58481788,,51
2024,57898284,,5
2024,57898285,,51
2024,57898288,,51
2024,57898305,,51
2024,57898311,,51
2024,58481789,,5
2024,57898317,,51
2024,57898323,,51
2024,57898326,,51
2024,57898334,,52
2024,57898337,,51
2024,57898347,,51
2024,58481790,,51
2024,58481791,,51
2024,57898360,,51
2024,58481792,,51
2024,57898369,,51
2024,57898373,,51
2024,57898383,,51
2024,57898386,,51
2024,57898389,,51
2024,57898396,,51
2024,57898398,,51
2024,58481793,,51
2024,58481794,,5
2024,57898399,,51
2024,57898401,,51
2024,57898402,,51
2024,59492070,,51
2024,58481795,,51
2024,57898407,,51
2024,57898410,,51
2024,57898411,,51
2024,57898415,,51
2024,57898417,,51
2024,57898419,,51
2024,58481796,,51
2024,58481797,,51
2024,58481798,,51
2024,57898426,,51
2024,58481799,,51
2024,58481800,,51
2024,58481801,,51
2024,58481802,,53
2024,58481803,,51
2024,58481804,,51
2024,58481805,,51
2024,58481806,,51
2024,58481807,,51
2024,61543656,,17
2024,58481808,,51
2024,58481809,,51
2024,58481810,,51
