data_year,victim_id,offense_id
2024,206485756,220930084
2024,206485757,220930085
2024,206485758,220930086
2024,206485759,220930087
2024,207822664,222268227
2024,207822666,222268231
2024,207822667,222268232
2024,207822668,222268232
2024,207822669,222268232
2024,207822670,222268233
2024,205718359,220153109
2024,205718359,220153110
2024,205718359,220153111
2024,205718360,220153108
2024,207822671,222268234
2024,205718363,220153114
2024,209784089,224256809
2024,209784089,224256810
2024,205718365,220153118
2024,205718366,220153117
2024,207822673,222268237
2024,207822674,222268238
2024,207822675,222268238
2024,207822676,222268239
2024,207822676,222268240
2024,205718369,220153121
2024,205718370,220153121
2024,205718371,220153122
2024,205718372,220153123
2024,205718373,220153124
2024,205718374,220153125
2024,205718375,220153126
2024,207822677,222268241
2024,205718376,220153127
2024,205718377,220153128
2024,205718378,220153129
2024,205718378,220153130
2024,205718379,220153132
2024,205718380,220153131
2024,205718381,220153131
2024,205718382,220153131
2024,205718383,220153131
2024,205718384,220153133
2024,205718385,220153134
2024,205718386,220153135
2024,205718386,220153136
2024,207822679,222268243
2024,207822680,222268244
2024,205718387,220153137
2024,205718388,220153138
2024,205718389,220153139
2024,205718390,220153140
2024,205718391,220153141
2024,205718392,220153142
2024,207822682,222268246
2024,205718393,220153143
2024,205718394,220153144
2024,207822683,222268247
2024,205718395,220153145
2024,207822685,222268250
2024,205718396,220153146
2024,205718397,220153147
2024,205718398,220153148
2024,205718400,220153150
2024,205718401,220153151
2024,205718402,220153152
2024,205718402,220153153
2024,205718403,220153154
2024,205718404,220153155
2024,205718406,220153157
2024,205718408,220153160
2024,205718409,220153159
2024,205718410,220153161
2024,207822687,222268252
2024,207822689,222268254
2024,205718412,220153163
2024,205718412,220153164
2024,207822690,222268255
2024,205718415,220153167
2024,213370395,227845143
2024,213370395,227845145
2024,213370396,227845144
2024,205718423,220153174
2024,207822692,222268258
2024,205718424,220153175
2024,207822693,222268259
2024,205718429,220153178
2024,207822695,222268261
2024,205718431,220153180
2024,205718433,220153182
2024,207822697,222268264
2024,207822698,222268263
2024,205718434,220153183
2024,205718435,220153184
2024,207822699,222268265
2024,205718438,220153187
2024,205718438,220153188
2024,205718439,220153189
2024,207822700,222268266
2024,207822702,222268268
2024,205718442,220153192
2024,205718444,220153194
2024,205718444,220153195
2024,205718445,220153196
2024,207822704,222268271
2024,207822704,222268273
2024,207822704,222268274
2024,207822705,222268271
2024,207822705,222268273
2024,207822706,222268271
2024,207822706,222268273
2024,207822707,222268271
2024,207822707,222268272
2024,207822707,222268273
2024,207822708,222268270
2024,207822709,222268275
2024,205718450,220153200
2024,205718453,220153202
2024,205718454,220153203
2024,205718454,220153204
2024,205718455,220153205
2024,205718456,220153205
2024,205718457,220153206
2024,205718458,220153207
2024,205718458,220153208
2024,205718459,220153209
2024,205718460,220153210
2024,205718463,220153212
2024,205718464,220153213
2024,205718464,220153214
2024,205718464,220153215
2024,205718465,220153216
2024,205718466,220153217
2024,205718466,220153218
2024,205718466,220153219
2024,205718467,220153220
2024,205718467,220153221
2024,205718467,220153222
2024,207822710,222268276
2024,207822712,222268279
2024,207822713,222268279
2024,207822714,222268280
2024,208442172,222895494
2024,206485761,220930089
2024,206485762,220930089
2024,208442173,222895495
2024,206485764,220930091
2024,206485765,220930092
2024,206485766,220930093
2024,206485767,220930094
2024,208442174,222895496
2024,208442176,222895498
2024,206485770,220930097
2024,206485771,220930098
2024,208442177,222895499
2024,208442178,222895500
2024,219260917,233736909
2024,208442181,222895503
2024,208442182,222895504
2024,208442183,222895505
2024,208442184,222895505
2024,208442186,222895507
2024,208442187,222895508
2024,208442188,222895509
2024,208442189,222895509
2024,208442191,222895511
2024,208442192,222895512
2024,208442193,222895513
2024,208442194,222895514
2024,208442196,222895516
2024,208442197,222895517
2024,213897815,228372338
2024,213897816,228372338
2024,213897817,228372338
2024,213897818,228372338
2024,213897819,228372338
2024,208442203,222895519
2024,208442204,222895520
2024,208442206,222895522
2024,208442207,222895523
2024,208442208,222895524
2024,208442209,222895525
2024,208442210,222895526
2024,208442211,222895527
2024,208442211,222895528
2024,208442213,222895530
2024,208442214,222895531
2024,208442215,222895532
2024,208442216,222895532
2024,208442218,222895534
2024,208442219,222895535
2024,208442220,222895536
2024,208442222,222895538
2024,208442223,222895539
2024,208442224,222895540
2024,208442225,222895541
2024,208442226,222895541
2024,208442228,222895543
2024,208442229,222895544
2024,208442230,222895545
2024,208442231,222895546
2024,208442233,222895548
2024,208442234,222895549
2024,208442236,222895551
2024,208442237,222895552
2024,210063792,224538200
2024,208442240,222895555
2024,208442241,222895556
2024,208442242,222895557
2024,208442244,222895559
2024,208442245,222895560
2024,208442245,222895561
2024,208442246,222895562
2024,208442247,222895563
2024,208442248,222895564
2024,208442249,222895565
2024,208442250,222895566
2024,208442251,222895567
2024,208442251,222895568
2024,208442251,222895569
2024,208442253,222895572
2024,208442253,222895573
2024,208442254,222895574
2024,208442255,222895575
2024,208442256,222895576
2024,208442257,222895577
2024,208442258,222895578
2024,208442259,222895579
2024,208442260,222895580
2024,208442261,222895581
2024,208442262,222895581
2024,208442262,222895582
2024,208442264,222895586
2024,208442265,222895587
2024,208442266,222895588
2024,208442267,222895589
2024,208442270,222895591
2024,208442271,222895592
2024,208442272,222895593
2024,208442273,222895594
2024,208442275,222895596
2024,208442276,222895597
2024,208442277,222895598
2024,208442279,222895600
2024,208442279,222895601
2024,208442280,222895602
2024,208442281,222895603
2024,208442282,222895604
2024,208442283,222895605
2024,208442284,222895606
2024,208442285,222895607
2024,208442285,222895608
