data_year,weapon_id,offense_id,nibrs_weapon_id
2024,41,222268329,
2024,5,222268333,
2024,9,222268333,
2024,37,222268333,
2024,5,222268334,
2024,9,222268334,
2024,37,222268334,
2024,41,220153347,
2024,5,225922437,
2024,41,222268349,
2024,41,229564683,
2024,41,229564684,
2024,41,220153351,
2024,31,222268352,
2024,38,220153353,
2024,41,222268358,
2024,38,224256817,
2024,38,222268365,
2024,5,222268368,
2024,9,222268368,
2024,42,222268373,
2024,38,222268374,
2024,41,222268381,
2024,41,222268388,
2024,1,222268394,
2024,41,222268395,
2024,41,222268406,
2024,41,222268410,
2024,38,222268411,
2024,5,236989954,
2024,41,222268426,
2024,41,222268428,
2024,41,222268439,
2024,41,222268443,
2024,41,222268458,
2024,38,222268467,
2024,42,222268492,
2024,41,222268497,
2024,41,222268499,
2024,41,224256825,
2024,5,222268502,
2024,7,222268502,
2024,31,222268502,
2024,31,222268503,
2024,5,222268511,
2024,41,222268512,
2024,1,222268522,
2024,41,224256826,
2024,38,224256826,
2024,41,222268530,
2024,21,222268536,
2024,5,222268545,
2024,1,222268566,
2024,9,231460781,
2024,42,244709844,
2024,41,222268569,
2024,42,222268577,
2024,41,222268579,
2024,41,222268591,
2024,41,242854524,
2024,41,222268595,
2024,31,222268597,
2024,5,224256828,
2024,41,222268598,
2024,42,240645595,
2024,38,222268615,
2024,5,222268617,
2024,42,222268618,
2024,38,222268641,
2024,41,222268644,
2024,41,222268645,
2024,38,222268647,
2024,1,222268648,
2024,39,222268649,
2024,41,224256829,
2024,41,224256830,
2024,41,222268652,
2024,41,222268653,
2024,41,222268654,
2024,41,222268663,
2024,1,222268665,
2024,38,222268667,
2024,41,222268669,
2024,39,222268674,
2024,41,222268675,
2024,41,222268680,
2024,21,227845149,
2024,21,227845150,
2024,1,222268702,
2024,41,222268709,
2024,41,224256837,
2024,38,222268711,
2024,32,222268714,
2024,36,222268720,
2024,42,222268722,
2024,42,227845152,
2024,38,222268730,
2024,41,222268733,
2024,5,222268735,
2024,5,222268737,
2024,41,222268743,
2024,41,224256840,
2024,41,227845153,
2024,41,229564685,
2024,41,222268753,
2024,42,229564686,
2024,41,224256842,
2024,41,222268758,
2024,42,229564687,
2024,41,222268765,
2024,38,222268765,
2024,42,222268768,
2024,5,224256843,
2024,41,224256844,
2024,38,224256844,
2024,5,224256845,
2024,5,222268775,
2024,41,222268776,
2024,42,224256846,
2024,41,222268782,
2024,42,227845154,
2024,41,222268792,
2024,5,222268793,
2024,1,233638659,
2024,42,222268799,
2024,41,222268807,
2024,41,222268808,
2024,21,222268811,
2024,21,222268813,
2024,41,222268814,
2024,41,222268818,
2024,39,222268819,
2024,41,222268820,
2024,5,222268821,
2024,5,222268822,
2024,42,222268823,
2024,5,222268825,
2024,42,222268833,
2024,31,221004920,
2024,38,221004921,
