data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2024,198501104,10,,,
2024,195165710,23,300,,
2024,195165710,36,450,,
2024,195165710,63,1075,,
2024,195165713,35,150,,
2024,195165714,20,5000,,
2024,197171701,38,410,,
2024,195165718,61,1300,,
2024,195165720,10,,,
2024,195165721,42,60,,
2024,195165723,20,9200,,
2024,194670427,3,20000,2024-11-26,
2024,194670428,3,20000,,
2024,194670430,61,900,2024-11-15,
2024,194670431,6,1,,
2024,194670431,7,1,,
2024,194670431,13,1,,
2024,194670431,17,5000,,
2024,194670431,47,0,,
2024,194670431,61,900,,
2024,194670431,63,1,,
2024,193227079,24,7000,,
2024,194670433,64,1,2024-11-15,
2024,194670434,38,1,,
2024,194670434,64,1,,
2024,194670436,38,1,,
2024,194670438,3,5000,2024-12-10,
2024,194670439,3,5000,,
2024,193227081,13,700,,
2024,194670441,64,2500,2024-11-25,
2024,194670442,63,120000,,
2024,194670442,64,2500,,
2024,193227083,7,1300,,
2024,193227083,63,1500,,
2024,193227084,3,20000,2024-11-16,
2024,193227085,3,20000,,
2024,194670444,10,,,
2024,194670447,10,,,
2024,194670447,11,1,,
2024,194670450,9,0,,
2024,194670452,6,80,,
2024,194670453,20,200,,
2024,194670453,25,1,,
2024,194670453,61,125,,
2024,194670453,63,1,,
2024,193227087,38,2,,
2024,193227088,6,1,,
2024,193227088,38,1,,
2024,193227088,47,0,,
2024,194670455,3,10000,2024-11-29,
2024,194670456,3,10000,,
2024,193227090,3,10000,2024-11-17,
2024,193227091,3,10000,,
2024,193227092,3,15000,,
2024,194670463,52,0,,
2024,194670465,42,1,,
2024,194670466,17,1,,
2024,194670466,47,0,,
2024,194670466,63,1,,
2024,193227093,63,2,,
2024,194670468,19,936,2024-11-12,
2024,194670469,19,4011,,
2024,193227094,42,1,,
2024,193227095,6,1,,
2024,193227095,8,1,,
2024,193227095,16,1,,
2024,193227095,26,1,,
2024,194670470,6,1030,,
2024,193227096,3,5000,2024-11-17,
2024,193227097,3,5000,,
2024,193227098,3,15000,,
2024,194670478,63,1418,2024-11-16,
2024,194670479,63,1418,,
2024,193227099,24,5000,,
2024,198113035,3,10000,2025-02-02,
2024,198113036,3,10000,,
2024,194670483,7,325,,
2024,194670483,67,1,,
2024,194670485,38,1,,
2024,194670487,63,600,,
2024,193227101,63,1,,
2024,193227102,7,3,,
2024,193227102,13,2,,
2024,194670499,6,1,,
2024,194670499,26,1,,
2024,194670499,61,1,,
2024,194670505,3,10000,2024-11-19,
2024,194670506,3,10000,,
2024,194670508,8,300,,
2024,194670509,20,443,,
2024,194670509,61,200,,
2024,194671878,42,1,,
2024,194671880,42,1,,
2024,194671882,3,10000,2024-11-16,
2024,194671883,3,10000,,
2024,194671884,42,400,,
2024,196301229,3,20000,2024-11-25,
2024,196301230,3,20000,,
2024,194671888,61,120,,
2024,194671890,42,1,,
2024,193227106,24,1,,
2024,198113037,3,10000,2024-11-19,
2024,198113038,3,10000,,
2024,193227109,3,20000,,
2024,194671894,3,20000,2024-11-16,
2024,193227110,13,1,,
2024,193227111,3,11000,,
2024,193227112,3,5000,,
2024,193227113,36,1,,
2024,194671899,36,1,,
2024,193227114,3,6000,,
2024,194671900,3,20000,2024-11-16,
2024,194671901,3,20000,,
2024,194671903,6,50,2024-11-16,
2024,194671904,6,50,,
2024,193227115,3,20000,,
2024,194671907,2,32,,
2024,193227116,35,1,,
2024,193227117,6,1,,
2024,193227117,7,300,,
2024,193227117,16,70,,
2024,193227117,17,1,,
2024,193227117,26,1000,,
2024,193227117,45,1,,
2024,193227117,58,2000,,
2024,193227118,38,1,,
2024,193227119,36,1,,
2024,193227119,38,1,,
2024,193227119,62,1,,
2024,194671910,3,10000,2024-11-16,
2024,194671911,38,1,,
2024,196301233,23,1,,
2024,193227120,38,2,,
2024,193227121,15,10000,,
2024,193227121,36,3750,,
2024,193227121,44,1250,,
2024,194671912,13,1,2024-11-16,
2024,194671913,8,65,,
2024,194671914,63,1,,
2024,194671915,20,2450,,
2024,194671916,6,12,,
2024,194671916,63,40,,
2024,193227122,32,8000,,
2024,194671917,10,,,
2024,194671917,11,1,,
2024,193227123,3,10000,,
2024,194671918,11,1,,
2024,194671919,16,479,2024-11-16,
2024,194671920,16,479,,
2024,194671921,42,700,,
2024,194671924,52,0,,
2024,193227124,23,1,,
2024,193227125,20,1400,,
2024,193227126,3,4000,,
2024,194671927,10,,,
2024,194671927,11,1,,
2024,194671927,66,1,,
2024,193227127,17,1,,
2024,194671929,20,10000,,
2024,194671929,22,0,,
2024,194671929,23,1,,
2024,194671929,51,0,,
2024,194671930,4,37500,,
2024,194671930,6,1100,,
2024,194671930,63,400,,
2024,193227128,3,2500,2024-11-17,
2024,193227129,3,2500,,
2024,193227130,3,20000,,
2024,194671933,42,1,,
2024,194671934,6,1,,
2024,194671934,8,1,,
2024,194671934,17,1,,
2024,194671934,23,1,,
2024,194671936,3,25000,2024-11-21,
2024,194671937,3,25000,,
2024,194671940,38,1,,
2024,194671942,42,1000,,
2024,194671953,11,2,,
2024,194671955,42,1,,
2024,194671957,3,10000,,
2024,196301238,63,650,,
2024,194671961,3,20000,2024-11-18,
2024,194671962,3,20000,,
2024,193227132,3,25000,2024-11-25,
2024,193227133,3,25000,,
2024,194671964,4,200,2024-11-17,
2024,194671964,63,2,2024-11-17,
2024,194671964,66,1,2024-11-17,
2024,194671965,10,,,
2024,194671966,4,200,,
2024,194671966,63,2,,
2024,194671966,66,1,,
2024,193227135,17,3276,,
2024,196301239,3,20000,,
2024,196301240,3,10000,2024-11-17,
2024,196301241,3,10000,,
2024,196301241,23,1,,
2024,196301241,51,0,,
2024,194671969,3,1,,
2024,194671969,38,5000,,
2024,193227136,3,20000,2024-11-17,
2024,193227137,3,20000,,
2024,193227138,42,1,,
2024,193227139,7,1,,
2024,193227140,3,10000,2024-11-19,
2024,193227141,3,10000,,
2024,193227142,3,2500,,
2024,194671972,3,20000,,
2024,193227143,3,20000,2024-11-21,
2024,193227144,3,20000,,
2024,194671974,6,1,,
2024,193227146,42,1,,
2024,194671977,20,1450,,
2024,193227147,63,1,,
2024,193227148,26,125,,
2024,193227148,43,2000,,
2024,193227148,63,375,,
2024,193227150,42,1,,
2024,193227150,63,1,,
2024,193227151,3,20000,,
2024,194671980,11,1,,
2024,194671983,38,1,,
2024,194671984,38,1,,
2024,194671987,16,800,,
2024,194671988,24,10000,2024-11-17,
2024,194671989,24,10000,,
2024,193227153,63,1,,
2024,193227154,62,55,,
2024,194671992,3,8500,,
2024,194671993,10,,,
2024,193227155,42,1,,
2024,193227156,22,0,,
2024,194671994,63,59,,
2024,194671995,61,900,,
2024,194671996,3,20000,2024-11-19,
2024,194671997,3,20000,,
2024,193227158,9,0,,
2024,193227158,20,500,,
2024,193227158,25,2,,
2024,194672000,63,1,,
2024,193227159,24,10000,,
2024,196301243,7,1700,,
2024,194672002,19,300,,
2024,193227160,3,10000,2024-11-19,
2024,193227161,3,10000,,
2024,194672006,3,1000,,
2024,193227162,3,20000,,
2024,194672008,10,,,
2024,194672008,11,1,,
2024,194672010,3,1,,
2024,194672012,10,,,
2024,194672012,11,1,,
2024,194672013,3,20000,,
2024,194672015,10,,,
2024,194672016,3,25000,,
2024,194672018,3,20000,2024-12-10,
2024,194672019,3,20000,,
2024,193227163,3,1,,
2024,193227164,63,20,,
2024,193227165,3,10000,2024-11-22,
2024,193227166,3,10000,,
2024,194672021,3,250,,
2024,193227167,3,20000,2024-11-18,
2024,193227168,3,20000,,
2024,193227170,3,10000,2024-11-23,
2024,193227171,3,10000,,
2024,193227172,61,200,,
2024,193227173,20,50000,,
2024,196301245,3,25000,2024-11-18,
2024,196301246,3,25000,,
2024,196301246,63,1,,
2024,194672023,3,12500,,
2024,193227174,63,1,,
2024,193227175,3,10000,2024-11-22,
2024,193227176,3,10000,,
2024,194672024,2,1500,,
2024,194672024,63,200,,
2024,196301247,3,10000,2025-01-08,
2024,196301248,3,10000,,
2024,193227178,3,12500,,
2024,193227179,3,1,2024-11-18,
2024,193227180,11,1,,
2024,193227181,13,1,,
2024,193227181,47,0,,
2024,193227181,63,1,,
2024,193227182,10,,,
2024,193227183,9,0,,
2024,193227183,25,1,,
2024,193227183,51,0,,
2024,193227183,52,0,,
2024,193227184,19,400,2024-11-18,
2024,193227185,19,400,,
2024,193227186,3,10000,2024-11-18,
2024,193227187,3,10000,,
2024,193227187,20,1,,
2024,193227187,25,1,,
2024,198113040,7,500,,
2024,193227189,10,,,
2024,196301249,38,200,,
2024,194672026,42,1,,
2024,193227190,20,200,,
2024,193227190,61,1,,
2024,193227190,63,1,,
2024,193227191,38,2,,
2024,194672027,67,1,,
2024,193227192,38,1,,
2024,194672029,52,0,,
2024,194679753,52,0,,
2024,193227193,3,12500,,
2024,194672057,3,20000,,
2024,194672057,7,150,,
2024,194672057,38,1,,
2024,194672057,63,1150,,
2024,194672058,20,800,,
2024,193227194,3,12500,,
2024,193227195,3,20000,,
2024,194672060,3,10000,2024-11-19,
2024,194672061,3,10000,,
2024,194672065,3,20000,2024-11-18,
2024,194672066,3,20000,,
2024,198113041,36,218,2024-11-18,
2024,198113042,36,218,,
2024,194672067,24,7500,,
2024,193227197,20,2000,,
2024,193227198,24,1000,,
2024,193227198,38,1000,,
2024,193227199,63,360,,
2024,193227200,8,49,2024-11-18,
2024,193227201,8,49,,
2024,193227202,16,1,,
2024,193227203,13,600,,
2024,193227204,38,1,,
2024,193227205,36,1,,
2024,193227205,63,1,,
2024,194672070,38,1,,
2024,194672073,3,1,,
2024,194672073,38,1,,
2024,194672073,42,1,,
2024,193227206,38,1000,,
2024,194672076,38,54,,
2024,194672077,63,1,,
2024,194672078,63,1,,
2024,194672079,20,45000,,
2024,194672081,3,10000,2024-11-19,
2024,194672082,3,10000,,
2024,193227211,9,0,,
2024,193227211,23,1,,
2024,194672083,20,58,,
2024,194672084,42,2000,,
2024,194672085,2,1,,
2024,194672087,38,300,,
2024,194672088,3,10000,2024-11-19,
2024,194672089,3,10000,,
2024,194672091,61,120,,
2024,194672094,26,1,,
2024,194672094,42,600,,
2024,194672094,63,200,,
2024,194672095,7,300,,
2024,194672095,8,80,,
2024,194672095,23,10,,
2024,194672097,42,400,,
2024,194672098,63,190,,
2024,194672101,38,3300,,
2024,194672104,42,1,,
2024,194672105,6,1,,
2024,193227212,8,30,,
2024,194672107,36,1,,
2024,193227213,8,1,,
2024,193227213,23,1,,
2024,193227213,26,1,,
2024,194672109,10,,,
2024,194672109,11,1,,
2024,193227214,36,1967,,
2024,194672111,11,1,,
2024,194672112,38,1500,,
2024,196301250,10,,,
2024,196301250,11,1,,
2024,193227216,6,1,,
2024,193227216,9,0,,
2024,193227216,51,0,,
2024,193227217,9,0,,
2024,194672115,3,20000,2024-11-21,
2024,194672116,3,20000,,
2024,194672118,10,,,
2024,194672122,10,,,
2024,194672123,10,,,
2024,194672123,11,1,,
2024,194672125,3,10000,2024-11-20,
2024,194672126,3,10000,,
2024,194672128,10,,,
2024,194672131,8,39,2024-11-19,
2024,194672132,8,39,,
2024,194672134,10,,,
2024,194672134,11,1,,
2024,198113043,15,1,,
2024,198113043,57,1,,
2024,194672136,10,,,
2024,194672139,23,1,,
2024,193227218,13,400,,
2024,194672142,10,,,
2024,194672142,11,1,,
2024,194672145,10,,,
2024,194672146,10,,,
2024,194672147,3,10000,,
2024,194672147,47,0,,
2024,194672147,63,1,,
2024,194672149,63,1,2024-11-18,
2024,194672150,63,1,,
2024,196301252,42,1000,,
2024,193227219,3,600,,
2024,194672155,7,300,,
2024,194672157,20,100,,
2024,194672158,51,0,,
2024,196301253,20,1,,
2024,196301253,22,0,,
2024,196301253,61,1,,
2024,194672161,11,1,,
2024,194672164,16,1150,,
2024,193227221,8,1,,
2024,193227222,38,1,,
2024,194672166,3,5000,,
2024,194672167,20,500,,
2024,194672168,38,1,,
2024,194672169,3,20000,2024-12-02,
2024,194672170,3,20000,,
2024,194672170,63,1,,
2024,194672172,3,10000,2024-12-02,
2024,194672173,3,10000,,
2024,194672174,3,10000,,
2024,194672177,20,20,,
2024,194672180,3,5000,2024-11-21,
2024,194672181,3,5000,,
2024,194672183,38,1,,
2024,194672186,42,1,,
2024,194672186,63,1,,
2024,194672187,10,,,
2024,194672188,3,25000,2024-11-22,
2024,194672189,3,25000,,
2024,194672191,38,1,,
2024,194672192,62,1,,
2024,194672195,42,1,,
2024,194672196,26,1,,
2024,194672198,61,260,,
2024,194672199,61,260,2024-11-20,
2024,194672200,61,260,,
2024,194672201,3,12000,2024-11-20,
2024,194672202,3,12000,,
2024,194672203,8,200,,
2024,194672204,38,1,,
2024,194672206,42,1,,
2024,194672207,3,15000,2024-11-29,
2024,194672208,3,15000,,
2024,194672209,3,1,2024-11-20,
2024,193227226,42,1,,
2024,193227226,63,1,,
2024,194672215,42,1,,
2024,194672216,4,1,,
2024,194672216,6,1,,
2024,194672216,7,1,,
2024,194672216,20,150,,
2024,194672216,22,0,,
2024,194672216,36,1,,
2024,194672216,43,1,,
2024,194672218,51,0,,
2024,194672220,63,225,,
2024,194672222,3,20000,,
2024,198113044,42,1000,,
2024,198113045,57,5000,2024-11-20,
2024,198113046,10,,,
2024,198113047,57,5000,,
2024,194672229,16,10,,
2024,194672229,45,74,,
2024,194672229,58,50,,
2024,196301254,3,20000,2024-11-20,
2024,196301255,3,20000,,
2024,194672232,24,50000,2024-11-21,
2024,194672233,24,50000,,
2024,194672236,57,60,,
2024,193227228,24,19000,,
2024,194672238,42,1000,,
2024,196301256,38,1,,
2024,193227229,63,1,,
2024,193227230,63,1,,
2024,196301257,42,600,,
2024,198113048,24,10000,2025-02-19,
2024,198113049,24,10000,,
2024,194672243,52,0,,
2024,194672245,7,1500,,
2024,194672245,23,600,,
2024,198113050,63,1,,
2024,194672249,29,1,,
2024,194672249,42,1500,,
2024,196301259,63,10000,,
2024,194672250,3,36000,2024-11-27,
2024,194672251,3,36000,,
2024,193227232,10,,,
2024,196301260,10,,,
2024,196301261,10,,,
2024,193227233,38,1,,
2024,196301262,10,,,
2024,194672254,10,,,
2024,194672255,44,1,,
2024,194672255,63,1,,
2024,193227234,20,2253,,
2024,193227235,3,15000,,
2024,196301263,10,,,
2024,196301263,11,1,,
2024,194672256,42,1,,
2024,196301264,10,,,
2024,196301264,11,1,,
2024,196301265,11,1,,
2024,193227237,38,1,,
2024,193227237,42,1,,
2024,194672258,38,1,,
2024,194672260,19,1,2024-11-20,
2024,194672261,19,1,,
2024,194672263,19,967,2024-11-20,
2024,194672264,19,967,,
2024,193227238,41,1,,
2024,193227238,63,913,,
2024,193227239,3,12000,,
2024,196301266,11,1,,
2024,193227240,38,1,,
2024,194672266,36,350,,
2024,194672266,56,1,,
2024,196301267,20,3000,,
2024,196301268,10,,,
2024,194672269,38,1,,
2024,194672269,42,1,,
2024,194672271,38,1,,
2024,194672272,20,1,,
2024,193227241,3,10000,,
2024,194672274,19,518,,
2024,193227242,13,1,,
2024,196301270,10,,,
2024,196301271,11,1,,
2024,198113051,6,1,,
2024,198113051,7,1,,
2024,198113051,62,350,,
2024,196301272,38,1,,
2024,193227243,3,9800,,
2024,196301273,3,1,,
2024,196301274,10,,,
2024,194672277,10,,,
2024,193227244,42,1,,
2024,193227245,36,1,,
2024,193227245,38,1,,
2024,193227245,63,1,,
2024,196301275,3,1,2024-11-21,
2024,196301276,3,1,,
2024,196301277,24,5000,2024-11-21,
2024,196301278,24,5000,,
2024,196301279,42,1,,
2024,194672278,19,300,,
2024,196301280,42,1,,
2024,194672280,26,600,,
2024,194672280,36,700,,
2024,194672280,63,240,,
2024,196301281,6,850,,
2024,196301281,7,400,,
2024,196301281,8,300,,
2024,196301281,13,1900,,
2024,196301281,20,2950,,
2024,196301281,26,142,,
2024,196301281,36,250,,
2024,196301281,48,138,,
2024,196301281,49,1800,,
2024,196301282,29,1,,
2024,196301282,42,1,,
2024,194672284,63,1,,
2024,194672285,15,150000,,
2024,196301285,2,1,,
2024,196301285,8,1,,
2024,194672287,61,1100,,
2024,196301286,11,1,,
2024,196301287,38,1,,
2024,194672290,3,1,2024-11-21,
2024,194672291,3,1,,
2024,194672293,42,100,,
2024,194672295,42,600,,
2024,194672297,3,2000,2024-11-21,
2024,194672298,3,20000,,
2024,194672301,17,1,,
2024,196301288,16,60,,
2024,196301288,26,4600,,
2024,196301289,3,5000,2025-01-29,
2024,196301290,3,5000,,
2024,194672307,42,1,,
2024,193227246,9,0,,
2024,193227246,20,5,,
2024,193227246,25,1,,
2024,193227246,51,0,,
2024,193227246,63,1,,
2024,193227247,9,0,,
2024,193227247,20,114,,
2024,194672309,23,550,,
2024,194672309,61,1000,,
2024,194672313,10,,,
2024,194672313,11,1,,
2024,196301291,3,10000,2024-11-21,
2024,196301292,3,10000,,
2024,193226140,6,860,,
2024,194672316,6,1,2024-11-21,
2024,194672316,24,1,2024-11-21,
2024,194672317,6,1,,
2024,194672317,24,1,,
2024,194672320,11,1,,
2024,193226141,42,1,,
2024,193226142,9,0,,
2024,193226142,20,200,,
2024,193226142,27,1,,
2024,193226142,51,0,,
2024,193226142,63,1,,
2024,194672323,20,206000,,
2024,194672325,8,7,,
2024,194672326,11,1,,
2024,194672328,61,500,,
2024,195165724,63,400,,
2024,195165726,36,460,,
2024,195165729,63,2825,,
2024,195165731,31,200,,
2024,197171702,9,0,,
2024,197171702,20,136,,
2024,197171702,25,100,,
2024,197171702,63,125,,
2024,195165733,63,1500,,
2024,195165734,38,50,,
2024,198501105,37,8000,,
2024,198501105,63,1283,,
2024,195165740,42,1000,,
2024,195165742,16,500,,
2024,197171704,64,1000,2025-01-29,
2024,197171705,64,1000,,
2024,197171706,10,,,
2024,197171707,38,300,,
2024,197171708,37,36575,2024-12-12,
2024,197171709,25,30,,
2024,197171709,36,200,,
2024,197171709,37,36575,,
2024,197171709,63,210,,
2024,197171710,10,,,
2024,198501106,37,40000,2024-12-20,
2024,198501107,37,40000,,
2024,198501107,61,1500,,
2024,195165756,20,2,,
2024,195165757,25,40,2024-12-16,
2024,195165758,25,40,,
2024,195165759,3,5000,2024-12-21,
2024,195165760,3,5000,,
2024,195165763,13,769,2024-12-17,
2024,195165764,13,769,,
2024,195165766,3,2000,2024-12-14,
2024,195165767,3,2000,,
2024,197171713,63,50,,
2024,197171714,36,1200,,
2024,197171714,60,350,,
2024,197171714,63,619,,
2024,195165771,37,10000,,
2024,195165773,9,0,,
2024,195165773,25,100,,
2024,195165773,47,0,,
2024,195165773,51,0,,
2024,195165775,3,30000,,
2024,195165776,6,1700,,
2024,195165776,9,0,,
2024,195165776,20,100,,
2024,195165776,25,300,,
2024,195165776,47,0,,
2024,195165776,51,0,,
2024,195165776,61,130,,
2024,195165777,9,0,,
2024,195165777,20,1585,,
2024,197171715,7,844,,
2024,197171715,8,30,,
2024,197171715,25,50,,
2024,197171715,36,50,,
2024,197171715,60,50,,
2024,197171715,61,50,,
2024,197171715,63,105,,
2024,195165781,63,2000,,
2024,195165782,63,28000,,
2024,195165783,24,300,,
2024,195165785,8,162,2024-12-15,
2024,195165786,8,162,,
2024,195165788,63,162,2024-12-15,
2024,195165789,63,162,,
2024,197171717,38,500,,
2024,195165793,38,350,,
2024,195165794,20,1345,,
2024,195165795,37,80000,2024-12-16,
2024,195165796,37,80000,,
2024,195165797,63,2000,,
2024,195165799,37,60000,2024-12-16,
2024,195165800,37,60000,,
2024,195165801,63,200,,
2024,195165803,8,89,2024-12-16,
2024,195165804,8,89,,
2024,195165806,19,42,,
2024,195165807,2,150,,
2024,195165810,8,92,2024-12-17,
2024,195165811,8,92,,
2024,195165812,10,,,
2024,195165813,20,910,,
2024,195165815,16,710,,
2024,195165817,26,500,,
2024,195165821,38,50,,
2024,195165822,6,208,,
2024,195165825,3,2000,2024-12-23,
2024,195165826,3,2000,,
2024,195165828,36,198,,
2024,195165830,63,394,2024-12-19,
2024,195165831,63,394,,
2024,195165834,8,140,2024-12-20,
2024,195165835,8,140,,
2024,195165837,8,136,2024-12-20,
2024,195165838,8,138,,
2024,195165840,7,1,,
2024,195165840,20,200,,
2024,195165840,63,350,,
2024,195165842,42,100,,
2024,195165844,42,700,,
2024,195165847,8,83,2024-12-21,
2024,195165848,8,83,,
2024,195165849,63,80,,
2024,195165850,63,39,2024-12-22,
2024,195165851,63,39,,
2024,195165852,63,168,2024-12-22,
2024,195165853,63,168,,
2024,197171718,3,3800,,
2024,195165858,20,1000,,
2024,195165860,63,13,,
2024,197171719,20,24,,
2024,197171719,25,20,,
2024,195165862,10,,,
2024,195165866,54,1150,,
2024,197171720,3,51385,2025-01-23,
2024,197171721,3,51385,,
2024,195165870,63,1300,,
2024,195165872,26,400,,
2024,195165872,38,10000,,
2024,195165873,63,900,,
2024,195165875,3,40000,2024-12-25,
2024,195165876,3,40000,,
2024,198501108,20,4000,,
2024,195165879,63,20000,,
2024,195165880,6,328,,
2024,195165881,6,197,,
2024,195165884,38,200,,
2024,195165886,52,0,,
2024,195165886,61,120,,
2024,195165888,3,2000,2024-12-23,
2024,195165889,10,,,
2024,195165889,11,5,,
2024,195165890,3,2000,,
2024,195165891,16,100,,
2024,195165891,42,1300,,
2024,195165892,10,,,
2024,198501109,63,1200,,
2024,195165896,20,6000,,
2024,195165898,63,1000,,
2024,195165900,63,25,,
2024,195165902,6,50,,
2024,197171723,38,20,,
2024,195165904,63,4500,,
2024,197171724,38,3000,,
2024,197171725,3,150,2024-12-25,
2024,197171725,37,40000,2024-12-25,
2024,197171726,3,150,,
2024,197171726,37,40000,,
2024,195165912,61,250,,
2024,195165915,20,200,,
2024,195165916,63,200,,
2024,195165917,63,7200,,
2024,195165918,8,105,,
2024,195165920,16,300,,
2024,195165921,36,2921,2024-12-28,
2024,195165922,10,,,
2024,195165923,36,2921,,
2024,195165924,63,85,2024-12-28,
2024,195165925,63,85,,
2024,195165926,3,30000,2024-12-29,
2024,195165927,3,30000,,
2024,195165928,42,200,,
2024,195165929,20,10,,
2024,195165929,25,20,,
2024,195165929,61,60,,
2024,195165930,10,,,
2024,195165931,9,0,,
2024,195165931,20,200,,
2024,195165931,25,30,,
2024,195165931,51,0,,
2024,195165931,61,1530,,
2024,195165932,33,600,,
2024,195165933,31,900,,
2024,197171727,61,340,,
2024,197171727,63,220,,
2024,195165935,63,2000,,
2024,195165936,63,1000,,
2024,197171728,42,1000,,
2024,195165938,31,1000,,
2024,195165939,8,47,,
2024,195165940,63,400,,
2024,197171729,42,750,,
2024,197171730,3,16000,,
2024,197171730,16,1000,,
2024,197171730,26,2500,,
2024,197171730,42,1500,,
2024,198501110,3,41000,2025-01-07,
2024,198501111,3,41000,,
2024,195165943,9,0,,
2024,195165943,13,900,,
2024,195165943,25,20,,
2024,195165944,8,74,2024-12-30,
2024,195165945,8,80,,
2024,195165946,3,30000,,
2024,195165946,38,30,,
2024,195165947,6,160,2024-12-30,
2024,195165947,63,1,2024-12-30,
2024,195165948,6,160,,
2024,195165948,63,1,,
2024,195165949,42,600,,
2024,197171733,42,30,,
2024,197171734,36,3145,,
2024,197171734,61,200,,
2024,195165952,63,12,2024-12-31,
2024,195165953,63,12,,
2024,195165954,16,100,,
2024,195165954,26,750,,
2024,197171735,63,34,2024-12-31,
2024,197171736,63,34,,
2024,195165955,31,800,,
2024,195165956,2,30,2024-12-31,
2024,195165956,8,16,2024-12-31,
2024,195165957,2,30,,
2024,195165957,8,16,,
2024,195165958,4,148,,
2024,195165958,36,214,,
2024,197171763,44,1650,,
2024,197171765,13,569,,
2024,197171767,64,38000,,
2024,197171775,36,7970,,
2024,197171800,20,375,,
2024,197171800,61,3200,,
2024,197171868,42,100,,
2024,197171955,20,5805,,
2024,198501269,38,100,,
2024,198855323,63,,,
2024,199095160,37,18000,,
2024,199095161,37,31000,,
2024,189485763,63,540,2024-03-29,
2024,189485764,63,540,,
2024,189485765,63,1000,,
2024,189485766,63,200,,
2024,189485767,63,500,,
2024,189485768,35,1501,,
2024,189485769,3,1000,,
2024,189485770,63,640,,
2024,189485772,30,500,,
2024,189485773,13,1900,,
2024,189485773,17,10000,,
2024,189485773,20,1000,,
2024,189485773,36,389,,
2024,189485773,63,500,,
2024,189485774,63,1500,,
2024,189485775,36,245,,
2024,189485775,63,6825,,
2024,189485776,63,100,,
2024,189485777,63,800,,
2024,192301586,16,209,,
2024,192301587,54,100,,
2024,192301587,62,100,,
2024,192301588,38,150,,
2024,192301589,63,300,,
2024,193523795,63,500,,
2024,180323881,3,1,,
2024,180323881,15,1,,
2024,180323881,49,200,,
2024,182953646,2,1,,
2024,187602329,29,1,,
2024,187602330,3,1,,
2024,187602331,10,,,
2024,187602332,25,25,,
2024,187602333,3,1,,
2024,188088922,62,1,,
2024,187602336,38,300,,
2024,188088923,33,1,,
2024,188096365,12,170,,
2024,189485779,6,25,,
2024,189485779,17,250,,
2024,189485779,19,200,,
2024,189485780,20,30,,
2024,189485783,20,175,,
2024,189485784,52,,,
2024,193251451,20,543,,
2024,193263489,33,1,,
2024,193263490,3,1,,
2024,191185330,30,1,,
2024,191185331,29,1,,
2024,191185332,31,1,,
2024,191185333,4,1,,
2024,193263491,3,1,,
2024,193263492,63,,,
2024,195395424,36,1,,
2024,197234518,29,1,,
2024,195366629,35,1,,
2024,197234520,31,1,,
2024,197234522,20,3000,,
2024,197234524,3,1,,
2024,184333135,63,2000,,
2024,184333136,20,1150,,
2024,184333137,20,20000,,
2024,195568997,20,3000,,
2024,184333139,13,430,,
2024,184333139,66,83,,
2024,184333140,36,202,2024-01-11,
2024,184333141,36,202,,
2024,184333142,36,1006,,
2024,184333143,53,100,,
2024,184333144,53,3000,,
2024,184333145,10,,,
2024,184333146,2,116,2024-01-19,
2024,184333147,2,116,,
2024,184333148,20,1000,,
2024,184333149,10,,,
2024,184333150,20,10000,2024-01-24,
2024,184333151,20,10000,,
2024,184333152,10,,,
2024,184333153,10,,,
2024,184333154,20,250,,
2024,184333156,19,249,2024-01-28,
2024,184333157,19,249,,
2024,186586227,10,,,
2024,186586230,63,1,,
2024,186586231,55,1000,,
2024,186586233,16,40,,
2024,186586233,36,100,,
2024,186586236,2,64,,
2024,186586237,20,500,,
2024,186586240,20,80,,
2024,186586241,63,20,,
2024,186586242,63,849,,
2024,184333158,20,1800,,
2024,184333159,63,0,,
2024,184333160,63,0,,
2024,184333161,10,,,
2024,184333162,20,937,,
2024,184333163,20,718,,
2024,196304170,36,381,,
2024,195568998,20,250,,
2024,195568999,20,170000,,
2024,184333167,20,86787,,
2024,184333168,13,400,2024-03-16,
2024,194672330,42,1500,,
2024,194672332,10,,,
2024,196301293,22,0,,
2024,196301294,20,107500,,
2024,194672334,10,,,
2024,194672334,11,1,,
2024,194672337,10,,,
2024,194672338,11,1,,
2024,194672340,10,,,
2024,194672340,11,1,,
2024,193226143,51,0,,
2024,194672344,16,30,,
2024,194672344,26,300,,
2024,193226144,63,1,,
2024,196301295,9,0,,
2024,196301295,25,1,,
2024,196301295,63,1,,
2024,193226145,63,1,,
2024,193226146,36,10000,,
2024,194672346,3,1,,
2024,193226147,63,1,,
2024,193226148,3,495,,
2024,194672352,10,,,
2024,194672353,19,995,,
2024,193226149,13,1,,
2024,193226150,16,5,,
2024,194672357,10,,,
2024,194672359,47,0,,
2024,194672361,4,1,2024-11-21,
2024,194672361,6,2000,2024-11-21,
2024,194672361,16,500,2024-11-21,
2024,194672362,10,,,
2024,194672363,4,1,,
2024,194672363,6,2000,,
2024,194672363,16,500,,
2024,194672365,10,,,
2024,194672365,11,1,,
2024,194672367,10,,,
2024,194672367,11,1,,
2024,194672369,17,80,,
2024,194672373,3,10000,,
2024,194672376,63,300,,
2024,194672377,3,10000,2024-12-09,
2024,194672378,3,10000,,
2024,194672380,38,1,,
