data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2024,8,190411718,119.000,9,18665880
2024,12,190411718,1.500,1,18665881
2024,8,190411737,8.000,9,18665882
2024,12,190411738,0.500,1,18665883
2024,8,190411738,7.000,9,18665884
2024,2,190411742,6.000,1,18665885
2024,12,190411743,2.700,1,18665886
2024,12,190411745,1.000,1,18665887
2024,8,190411745,104.000,9,18665888
2024,12,190411750,1.000,1,18665889
2024,8,190411756,3.000,9,18665890
2024,8,190411758,78.100,1,18665891
2024,12,190411762,0.200,1,18665892
2024,8,190411763,2.000,9,18665893
2024,8,190411764,13.000,9,18665894
2024,12,190411764,24.100,1,18665895
2024,8,190411778,4.000,9,18665896
2024,12,190411780,1.600,1,18665897
2024,8,190411780,1.000,9,18665898
2024,12,190411807,3.000,1,18665899
2024,8,190411818,3.000,9,18665900
2024,12,190411820,1.500,1,18665901
2024,8,190411820,229.000,9,18665902
2024,8,190411820,1.700,7,18665903
2024,8,190411821,1.000,9,18665904
2024,12,190411827,0.500,1,18665905
2024,4,190411834,15.150,1,18665906
2024,12,190411834,0.700,1,18665907
2024,4,190411838,2.000,9,18665909
2024,8,190411857,2.000,9,18665910
2024,4,190411867,4.000,5,18665911
2024,12,190411869,20.000,5,18665912
2024,8,190411872,16.000,9,18665913
2024,12,190411878,1.420,1,18665914
2024,8,190411878,393.000,9,18665915
2024,8,190411897,15.500,1,18665916
2024,12,190411897,3.200,1,18665917
2024,12,190411898,23.100,1,18665918
2024,12,190411902,0.100,1,18665919
2024,12,190411905,3.900,1,18665920
2024,12,191917671,14.900,1,18887218
2024,8,191917671,28.900,1,18887219
2024,12,193207469,0.560,1,19071499
2024,2,190411916,2.000,1,18665921
2024,8,190411928,26.000,9,18665922
2024,12,190411928,10.000,5,18665923
2024,4,190411930,2.000,9,18665924
2024,8,190411930,2.000,9,18665925
2024,12,190411937,0.700,1,18665926
2024,8,190411405,1.000,9,18665816
2024,12,190411405,0.140,1,18665817
2024,5,190411413,1.000,7,18665818
2024,8,190411419,1.000,9,18665819
2024,12,190411421,4.900,1,18665820
2024,8,190411421,17.300,1,18665821
2024,12,191917684,4.000,1,18887220
2024,12,190411436,3.000,1,18665822
2024,8,190411440,1.000,1,18665823
2024,4,190411454,1.000,9,18665825
2024,8,190411454,2.000,9,18665826
2024,2,190411457,3.000,1,18665827
2024,12,190411457,1.250,9,18665828
2024,8,190411459,1.000,9,18665829
2024,2,190411459,1.000,1,18665830
2024,8,190411460,21.600,1,18665831
2024,4,190411469,0.500,5,18665832
2024,4,190411469,0.140,1,18665833
2024,8,190411469,10.000,5,18665834
2024,12,190411472,7.000,1,18665835
2024,12,191917692,1.830,1,18887221
2024,8,191917692,5.000,9,18887222
2024,12,191917697,8.000,1,18887223
2024,8,190411503,5.000,9,18665838
2024,4,191917715,1.830,1,18887224
2024,4,190411516,2.000,9,18665839
2024,8,190411523,18.000,1,18665840
2024,12,190411533,0.100,1,18665841
2024,12,190411534,4.000,1,18665842
2024,8,190411538,2.000,9,18665843
2024,8,190411549,2.000,9,18665844
2024,4,193207481,1.000,5,19071501
2024,8,191917767,1.000,9,18887225
2024,12,191917767,6.800,1,18887226
2024,8,191917773,11.000,1,18887227
2024,17,191917773,8.000,9,18887228
2024,7,191917773,1.000,7,18887229
2024,8,190411562,9.000,9,18665845
2024,4,194602198,1.270,1,19265922
2024,8,190411563,7.000,9,18665846
2024,12,190411568,1.000,1,18665847
2024,8,191917792,4.000,9,18887230
2024,12,191917792,1.000,11,18887231
2024,12,191917798,0.800,1,18887232
2024,12,190411581,5.800,1,18665848
2024,2,191917801,0.100,1,18887233
2024,4,190411583,1.000,11,18665849
2024,12,191917818,0.500,1,18887235
2024,8,191917824,2.000,9,18887237
2024,4,191917839,6.500,1,18887238
2024,8,191917839,10.000,9,18887239
2024,12,191917841,18.000,9,18887240
2024,12,191917864,4.000,1,18887241
2024,8,191917866,56.000,9,18887242
2024,8,191917889,1.000,9,18887243
2024,8,191917896,10.000,9,18887244
2024,12,191917896,0.100,1,18887245
2024,8,191917897,1.000,9,18887246
2024,12,191917910,1.200,1,18887249
2024,12,191917928,17.000,9,18887250
2024,8,193207487,1.000,9,19071502
2024,8,191917934,1.000,1,18887251
2024,4,191917959,9.000,1,18887256
2024,12,191917959,6.500,1,18887257
2024,8,191917959,82.000,9,18887258
2024,12,191917969,1.600,1,18887259
2024,12,191917983,5.600,1,18887260
2024,8,194602199,21.000,9,19265923
2024,8,191918117,2.000,9,18887272
2024,12,191918122,1.000,1,18887273
2024,8,191918122,15.000,9,18887274
2024,8,194602200,1.000,9,19265924
2024,8,191918150,70.000,9,18887275
2024,8,191918153,6.000,9,18887276
2024,12,191918156,0.100,1,18887277
2024,12,191918158,1.000,1,18887278
2024,4,191918158,1.000,1,18887279
2024,8,191918158,4.000,9,18887280
2024,8,193207539,7.000,9,19071503
2024,12,191918165,1.500,1,18887281
2024,8,191918165,6.000,9,18887282
2024,5,191918165,3.000,9,18887283
2024,8,191918177,4.000,9,18887284
2024,8,191918188,9.000,9,18887285
2024,12,193207563,1.900,1,19071506
2024,8,193207563,8.000,9,19071507
2024,12,193207594,27.000,5,19071509
2024,8,191918241,3.000,9,18887286
2024,12,193207612,12.000,1,19071511
2024,8,193207617,4.000,9,19071514
