,county,state,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Female,Male,Total population
0,Ada County,Idaho,0.049,0.055999999999999994,0.064,0.068,0.063,0.138,0.14400000000000002,0.128,0.054000000000000006,0.061,0.10300000000000001,0.054000000000000006,0.018000000000000002,0.49700000000000005,0.503,535799.0
1,Adams County,Colorado,0.062,0.067,0.067,0.069,0.067,0.16699999999999998,0.158,0.12300000000000001,0.047,0.055,0.07400000000000001,0.035,0.01,0.491,0.509,542973.0
2,Adams County,Pennsylvania,0.048,0.052000000000000005,0.054000000000000006,0.067,0.07,0.107,0.111,0.115,0.07,0.07200000000000001,0.142,0.069,0.023,0.501,0.499,107914.0
3,Aiken County,South Carolina,0.057999999999999996,0.051,0.064,0.061,0.054000000000000006,0.122,0.129,0.11199999999999999,0.059000000000000004,0.073,0.126,0.076,0.015,0.513,0.48700000000000004,179245.0
4,Alachua County,Florida,0.047,0.046,0.052000000000000005,0.095,0.154,0.13,0.13,0.092,0.040999999999999995,0.052000000000000005,0.095,0.049,0.017,0.523,0.47700000000000004,291782.0
5,Alamance County,North Carolina,0.055,0.053,0.066,0.076,0.079,0.124,0.12300000000000001,0.12,0.069,0.061,0.1,0.057999999999999996,0.015,0.516,0.484,183040.0
6,Alameda County,California,0.05,0.055,0.053,0.059000000000000004,0.057,0.149,0.161,0.133,0.062,0.057999999999999996,0.094,0.051,0.02,0.503,0.49700000000000005,1649060.0
7,Albany County,New York,0.040999999999999995,0.053,0.051,0.075,0.099,0.133,0.124,0.11199999999999999,0.061,0.06,0.106,0.061,0.023,0.513,0.48700000000000004,319964.0
8,Albemarle County,Virginia,0.047,0.052000000000000005,0.053,0.084,0.073,0.12300000000000001,0.131,0.10400000000000001,0.047,0.068,0.11800000000000001,0.061,0.037000000000000005,0.522,0.478,117313.0
9,Alexandria city,Virginia,0.059000000000000004,0.053,0.040999999999999995,0.028999999999999998,0.053,0.201,0.19399999999999998,0.122,0.064,0.047,0.08,0.040999999999999995,0.013999999999999999,0.506,0.494,159102.0
10,Allegan County,Michigan,0.053,0.066,0.063,0.063,0.052000000000000005,0.125,0.13,0.115,0.064,0.07400000000000001,0.12,0.068,0.006999999999999999,0.494,0.506,122429.0
11,Allegany County,Maryland,0.039,0.053,0.05,0.057999999999999996,0.084,0.132,0.125,0.113,0.055,0.07200000000000001,0.121,0.081,0.017,0.465,0.535,67097.0
12,Allegheny County,Pennsylvania,0.048,0.053,0.049,0.061,0.06,0.14300000000000002,0.142,0.109,0.059000000000000004,0.066,0.12300000000000001,0.065,0.024,0.511,0.489,1231814.0
13,Allen County,Indiana,0.066,0.07200000000000001,0.068,0.069,0.066,0.142,0.13,0.114,0.054000000000000006,0.055999999999999994,0.096,0.05,0.017,0.509,0.491,399295.0
14,Allen County,Ohio,0.059000000000000004,0.066,0.067,0.059000000000000004,0.071,0.124,0.114,0.11800000000000001,0.049,0.07,0.11900000000000001,0.062,0.021,0.49700000000000005,0.503,100866.0
15,Anchorage Municipality,Alaska,0.061,0.067,0.067,0.055999999999999994,0.076,0.16399999999999998,0.15,0.11199999999999999,0.046,0.065,0.083,0.04,0.012,0.49200000000000005,0.508,289600.0
16,Anderson County,South Carolina,0.055,0.062,0.064,0.068,0.059000000000000004,0.121,0.128,0.126,0.063,0.066,0.113,0.055,0.022000000000000002,0.521,0.479,217183.0
17,Anderson County,Tennessee,0.05,0.061,0.061,0.055,0.055,0.134,0.11900000000000001,0.127,0.07,0.06,0.115,0.073,0.02,0.505,0.495,81449.0
18,Androscoggin County,Maine,0.051,0.052000000000000005,0.061,0.073,0.071,0.12,0.124,0.122,0.062,0.068,0.114,0.062,0.02,0.504,0.496,115272.0
19,Angelina County,Texas,0.062,0.069,0.064,0.07400000000000001,0.052000000000000005,0.145,0.11699999999999999,0.121,0.054000000000000006,0.055999999999999994,0.113,0.053,0.019,0.501,0.499,88094.0
20,Anne Arundel County,Maryland,0.057,0.057,0.068,0.059000000000000004,0.063,0.132,0.147,0.121,0.061,0.067,0.096,0.051,0.02,0.503,0.49700000000000005,602350.0
21,Anoka County,Minnesota,0.057,0.071,0.062,0.064,0.06,0.12300000000000001,0.147,0.12,0.066,0.065,0.098,0.053,0.012,0.49700000000000005,0.503,376840.0
22,Apache County,Arizona,0.048,0.065,0.075,0.09,0.063,0.113,0.128,0.10800000000000001,0.064,0.061,0.126,0.046,0.013999999999999999,0.507,0.493,64800.0
23,Arapahoe County,Colorado,0.057,0.055999999999999994,0.067,0.063,0.061,0.156,0.153,0.125,0.053,0.057,0.091,0.046,0.015,0.501,0.499,666918.0
24,Arecibo Municipio,Puerto Rico,0.027000000000000003,0.035,0.054000000000000006,0.063,0.057999999999999996,0.14,0.11,0.128,0.07,0.067,0.115,0.09300000000000001,0.04,0.524,0.47600000000000003,85971.0
25,Arlington County,Virginia,0.047,0.045,0.055,0.043,0.07,0.231,0.163,0.12300000000000001,0.052000000000000005,0.048,0.07,0.040999999999999995,0.015,0.5,0.5,239807.0
26,Armstrong County,Pennsylvania,0.043,0.038,0.065,0.054000000000000006,0.048,0.109,0.111,0.126,0.079,0.069,0.151,0.076,0.03,0.499,0.501,63679.0
27,Aroostook County,Maine,0.043,0.055,0.051,0.053,0.047,0.105,0.102,0.125,0.07200000000000001,0.084,0.154,0.079,0.03,0.506,0.494,66776.0
28,Ascension Parish,Louisiana,0.064,0.067,0.08,0.064,0.061,0.132,0.152,0.121,0.064,0.055999999999999994,0.085,0.045,0.008,0.516,0.484,133534.0
29,Ashtabula County,Ohio,0.055,0.062,0.055999999999999994,0.064,0.049,0.122,0.114,0.12300000000000001,0.068,0.071,0.127,0.069,0.019,0.486,0.514,96906.0
30,Atlantic County,New Jersey,0.049,0.048,0.069,0.068,0.064,0.11699999999999999,0.11599999999999999,0.11599999999999999,0.069,0.07400000000000001,0.131,0.06,0.02,0.509,0.491,279114.0
31,Augusta County,Virginia,0.033,0.043,0.052000000000000005,0.064,0.055999999999999994,0.113,0.13,0.128,0.063,0.078,0.134,0.083,0.023,0.494,0.506,78622.0
32,Baldwin County,Alabama,0.049,0.055,0.068,0.059000000000000004,0.051,0.106,0.125,0.12300000000000001,0.063,0.075,0.132,0.076,0.019,0.522,0.478,261608.0
33,Baltimore County,Maryland,0.055999999999999994,0.062,0.057999999999999996,0.068,0.061,0.127,0.134,0.11699999999999999,0.055999999999999994,0.07,0.10800000000000001,0.06,0.022000000000000002,0.526,0.474,852425.0
34,Baltimore city,Maryland,0.06,0.055,0.059000000000000004,0.063,0.064,0.172,0.149,0.10300000000000001,0.055,0.06,0.09699999999999999,0.051,0.013000000000000001,0.536,0.46399999999999997,568271.0
35,Bannock County,Idaho,0.055999999999999994,0.079,0.064,0.077,0.07,0.151,0.134,0.109,0.048,0.055,0.099,0.040999999999999995,0.016,0.507,0.493,91010.0
36,Barnstable County,Massachusetts,0.028999999999999998,0.04,0.040999999999999995,0.043,0.044000000000000004,0.087,0.09699999999999999,0.10300000000000001,0.071,0.096,0.19399999999999998,0.11900000000000001,0.037000000000000005,0.527,0.473,232570.0
37,Barrow County,Georgia,0.065,0.063,0.079,0.062,0.057,0.152,0.14800000000000002,0.127,0.053,0.057,0.083,0.039,0.017,0.51,0.49,96294.0
38,Bartholomew County,Indiana,0.05,0.066,0.055,0.064,0.062,0.157,0.141,0.107,0.047,0.067,0.109,0.05,0.025,0.496,0.504,84741.0
39,Bartow County,Georgia,0.057999999999999996,0.059000000000000004,0.066,0.062,0.054000000000000006,0.14400000000000002,0.14,0.129,0.071,0.068,0.092,0.046,0.012,0.509,0.491,117508.0
40,Bastrop County,Texas,0.071,0.08199999999999999,0.059000000000000004,0.069,0.068,0.13,0.136,0.11,0.049,0.067,0.09699999999999999,0.054000000000000006,0.008,0.48700000000000004,0.513,114931.0
41,Bay County,Florida,0.053,0.061,0.059000000000000004,0.057999999999999996,0.048,0.151,0.132,0.115,0.068,0.07200000000000001,0.10800000000000001,0.055999999999999994,0.019,0.5,0.5,199718.0
42,Bay County,Michigan,0.048,0.040999999999999995,0.06,0.057,0.054000000000000006,0.131,0.11800000000000001,0.11699999999999999,0.062,0.081,0.136,0.076,0.019,0.505,0.495,102651.0
43,Bayamón Municipio,Puerto Rico,0.031,0.043,0.04,0.054000000000000006,0.065,0.15,0.11800000000000001,0.115,0.059000000000000004,0.07,0.11800000000000001,0.09,0.046,0.534,0.466,181152.0
44,Beaufort County,South Carolina,0.043,0.042,0.046,0.065,0.066,0.10099999999999999,0.095,0.10300000000000001,0.065,0.079,0.16,0.106,0.027999999999999997,0.504,0.496,201775.0
45,Beaver County,Pennsylvania,0.044000000000000004,0.053,0.057999999999999996,0.057,0.05,0.11800000000000001,0.121,0.11699999999999999,0.069,0.079,0.139,0.07400000000000001,0.022000000000000002,0.512,0.488,165540.0
46,Bedford County,Virginia,0.043,0.052000000000000005,0.057999999999999996,0.057,0.045,0.107,0.114,0.125,0.066,0.091,0.14400000000000002,0.075,0.023,0.503,0.49700000000000005,82182.0
47,Belknap County,New Hampshire,0.039,0.053,0.04,0.057999999999999996,0.04,0.115,0.11599999999999999,0.113,0.073,0.098,0.153,0.077,0.023,0.508,0.49200000000000005,65257.0
48,Bell County,Texas,0.075,0.076,0.075,0.07200000000000001,0.077,0.156,0.141,0.10800000000000001,0.048,0.048,0.075,0.036000000000000004,0.013000000000000001,0.503,0.49700000000000005,399578.0
49,Belmont County,Ohio,0.039,0.055999999999999994,0.055999999999999994,0.047,0.06,0.115,0.136,0.12300000000000001,0.052000000000000005,0.08199999999999999,0.141,0.066,0.026000000000000002,0.483,0.517,64692.0
50,Benton County,Arkansas,0.063,0.069,0.073,0.066,0.063,0.14400000000000002,0.153,0.125,0.054000000000000006,0.051,0.08,0.042,0.016,0.5,0.5,321566.0
51,Benton County,Oregon,0.027000000000000003,0.032,0.057999999999999996,0.11199999999999999,0.152,0.126,0.10099999999999999,0.102,0.049,0.053,0.10800000000000001,0.06,0.02,0.49,0.51,98899.0
52,Benton County,Washington,0.062,0.069,0.075,0.066,0.066,0.139,0.14,0.109,0.053,0.055999999999999994,0.09699999999999999,0.052000000000000005,0.016,0.494,0.506,218190.0
53,Bergen County,New Jersey,0.051,0.054000000000000006,0.062,0.06,0.057999999999999996,0.11599999999999999,0.136,0.135,0.076,0.062,0.105,0.06,0.024,0.51,0.49,978641.0
54,Berkeley County,South Carolina,0.06,0.07200000000000001,0.055,0.066,0.066,0.146,0.14300000000000002,0.12,0.054000000000000006,0.062,0.092,0.049,0.013000000000000001,0.504,0.496,264276.0
55,Berkeley County,West Virginia,0.057,0.06,0.071,0.057999999999999996,0.05,0.138,0.155,0.12300000000000001,0.064,0.065,0.096,0.049,0.013000000000000001,0.493,0.507,136287.0
56,Berks County,Pennsylvania,0.054000000000000006,0.06,0.062,0.071,0.067,0.122,0.128,0.11599999999999999,0.061,0.07,0.10800000000000001,0.057999999999999996,0.022000000000000002,0.505,0.495,439117.0
57,Berkshire County,Massachusetts,0.035,0.037000000000000005,0.046,0.065,0.061,0.099,0.134,0.10400000000000001,0.066,0.086,0.14800000000000002,0.084,0.035,0.516,0.484,128726.0
58,Bernalillo County,New Mexico,0.048,0.051,0.06,0.061,0.066,0.142,0.14400000000000002,0.114,0.059000000000000004,0.062,0.11199999999999999,0.063,0.019,0.506,0.494,671747.0
59,Berrien County,Michigan,0.05,0.061,0.063,0.054000000000000006,0.057999999999999996,0.11599999999999999,0.12,0.11699999999999999,0.067,0.071,0.129,0.068,0.027000000000000003,0.515,0.485,152703.0
60,Bexar County,Texas,0.063,0.069,0.067,0.07200000000000001,0.07200000000000001,0.155,0.14800000000000002,0.11900000000000001,0.052000000000000005,0.05,0.079,0.042,0.012,0.503,0.49700000000000005,2127737.0
61,Bibb County,Georgia,0.061,0.07,0.067,0.086,0.053,0.139,0.132,0.106,0.064,0.052000000000000005,0.098,0.055,0.016,0.532,0.46799999999999997,157056.0
62,Black Hawk County,Iowa,0.053,0.062,0.064,0.077,0.10400000000000001,0.128,0.11699999999999999,0.109,0.048,0.057999999999999996,0.106,0.054000000000000006,0.02,0.502,0.498,132348.0
63,Blair County,Pennsylvania,0.051,0.054000000000000006,0.055999999999999994,0.069,0.054000000000000006,0.11800000000000001,0.12,0.12,0.063,0.073,0.128,0.065,0.028999999999999998,0.51,0.49,120269.0
64,Blount County,Tennessee,0.043,0.048,0.063,0.059000000000000004,0.057999999999999996,0.129,0.12300000000000001,0.121,0.076,0.069,0.12,0.066,0.024,0.505,0.495,142211.0
65,Blue Earth County,Minnesota,0.043,0.057,0.059000000000000004,0.105,0.161,0.128,0.109,0.08800000000000001,0.047,0.044000000000000004,0.08900000000000001,0.055,0.017,0.495,0.505,70700.0
66,Bonneville County,Idaho,0.07400000000000001,0.083,0.079,0.077,0.062,0.138,0.135,0.113,0.045,0.05,0.085,0.046,0.012,0.498,0.502,133644.0
67,Boone County,Indiana,0.057999999999999996,0.054000000000000006,0.08800000000000001,0.055999999999999994,0.065,0.12300000000000001,0.15,0.132,0.053,0.066,0.091,0.044000000000000004,0.019,0.507,0.493,78773.0
68,Boone County,Kentucky,0.054000000000000006,0.068,0.075,0.071,0.069,0.11699999999999999,0.132,0.136,0.055999999999999994,0.059000000000000004,0.095,0.053,0.013999999999999999,0.49700000000000005,0.503,144135.0
69,Boone County,Missouri,0.049,0.05,0.065,0.087,0.135,0.13699999999999998,0.124,0.111,0.044000000000000004,0.057999999999999996,0.083,0.045,0.012,0.517,0.483,192154.0
70,Bossier Parish,Louisiana,0.06,0.077,0.069,0.06,0.062,0.141,0.147,0.11199999999999999,0.054000000000000006,0.059000000000000004,0.096,0.047,0.017,0.512,0.488,131102.0
71,Boulder County,Colorado,0.037000000000000005,0.044000000000000004,0.049,0.096,0.096,0.133,0.135,0.11800000000000001,0.057,0.06,0.102,0.053,0.02,0.49700000000000005,0.503,330262.0
72,Bowie County,Texas,0.054000000000000006,0.061,0.07400000000000001,0.07,0.061,0.132,0.121,0.132,0.05,0.068,0.098,0.057,0.02,0.505,0.495,91992.0
73,Bradley County,Tennessee,0.055,0.054000000000000006,0.057999999999999996,0.071,0.062,0.139,0.124,0.122,0.066,0.064,0.10800000000000001,0.055,0.022000000000000002,0.512,0.488,113782.0
74,Brazoria County,Texas,0.061,0.073,0.069,0.071,0.063,0.126,0.159,0.133,0.053,0.055999999999999994,0.083,0.039,0.011000000000000001,0.49700000000000005,0.503,413224.0
75,Brazos County,Texas,0.054000000000000006,0.055,0.053,0.11800000000000001,0.179,0.14400000000000002,0.114,0.09300000000000001,0.04,0.039,0.068,0.027999999999999997,0.013000000000000001,0.49700000000000005,0.503,249624.0
76,Brevard County,Florida,0.042,0.048,0.053,0.054000000000000006,0.05,0.11599999999999999,0.121,0.115,0.066,0.083,0.141,0.08199999999999999,0.028999999999999998,0.506,0.494,658447.0
77,Bristol County,Massachusetts,0.048,0.054000000000000006,0.06,0.064,0.062,0.127,0.134,0.126,0.067,0.073,0.107,0.057999999999999996,0.02,0.509,0.491,588593.0
78,Bronx County,New York,0.064,0.068,0.068,0.068,0.069,0.14400000000000002,0.131,0.115,0.059000000000000004,0.061,0.087,0.05,0.018000000000000002,0.528,0.47200000000000003,1384724.0
79,Broome County,New York,0.042,0.051,0.06,0.085,0.091,0.12300000000000001,0.10800000000000001,0.102,0.055999999999999994,0.071,0.115,0.064,0.031,0.505,0.495,196397.0
80,Broomfield County,Colorado,0.039,0.048,0.065,0.059000000000000004,0.065,0.183,0.125,0.14,0.055,0.06,0.09300000000000001,0.054000000000000006,0.016,0.494,0.506,78323.0
81,Broward County,Florida,0.053,0.055999999999999994,0.057999999999999996,0.057999999999999996,0.055,0.128,0.141,0.132,0.063,0.071,0.10300000000000001,0.059000000000000004,0.023,0.509,0.491,2037472.0
82,Brown County,Wisconsin,0.055,0.061,0.067,0.066,0.064,0.132,0.14,0.115,0.057999999999999996,0.068,0.107,0.052000000000000005,0.016,0.502,0.498,273909.0
83,Brunswick County,North Carolina,0.039,0.044000000000000004,0.028999999999999998,0.040999999999999995,0.034,0.096,0.087,0.10300000000000001,0.053,0.11699999999999999,0.225,0.115,0.016,0.526,0.474,167112.0
84,Buchanan County,Missouri,0.049,0.053,0.083,0.053,0.07200000000000001,0.129,0.127,0.124,0.064,0.064,0.107,0.059000000000000004,0.015,0.485,0.515,83574.0
85,Bucks County,Pennsylvania,0.046,0.053,0.057999999999999996,0.059000000000000004,0.055999999999999994,0.109,0.129,0.124,0.07,0.077,0.127,0.069,0.025,0.506,0.494,650131.0
86,Bullitt County,Kentucky,0.047,0.059000000000000004,0.057999999999999996,0.06,0.069,0.126,0.131,0.128,0.073,0.067,0.109,0.061,0.012,0.502,0.498,85802.0
87,Bulloch County,Georgia,0.037000000000000005,0.057,0.057,0.1,0.165,0.134,0.131,0.09,0.047,0.051,0.08199999999999999,0.040999999999999995,0.008,0.518,0.48200000000000004,85454.0
88,Buncombe County,North Carolina,0.048,0.049,0.043,0.06,0.052000000000000005,0.129,0.146,0.126,0.055999999999999994,0.065,0.13,0.069,0.027000000000000003,0.514,0.486,279210.0
89,Burke County,North Carolina,0.038,0.048,0.064,0.042,0.05,0.14,0.11599999999999999,0.12300000000000001,0.077,0.079,0.125,0.07,0.028999999999999998,0.503,0.49700000000000005,88545.0
90,Burleigh County,North Dakota,0.054000000000000006,0.047,0.071,0.078,0.063,0.127,0.139,0.114,0.061,0.047,0.111,0.068,0.019,0.495,0.505,103107.0
91,Burlington County,New Jersey,0.051,0.054000000000000006,0.06,0.06,0.057,0.126,0.135,0.126,0.07,0.07,0.11,0.062,0.02,0.507,0.493,475515.0
92,Butler County,Kansas,0.059000000000000004,0.054000000000000006,0.073,0.07400000000000001,0.061,0.12300000000000001,0.139,0.122,0.057999999999999996,0.066,0.10800000000000001,0.046,0.018000000000000002,0.493,0.507,69158.0
93,Butler County,Ohio,0.055999999999999994,0.06,0.069,0.083,0.084,0.11599999999999999,0.128,0.11699999999999999,0.055,0.066,0.099,0.049,0.017,0.509,0.491,399542.0
94,Butler County,Pennsylvania,0.046,0.047,0.059000000000000004,0.066,0.055,0.115,0.127,0.11800000000000001,0.065,0.083,0.128,0.069,0.022000000000000002,0.501,0.499,199341.0
95,Butte County,California,0.05,0.071,0.046,0.073,0.106,0.135,0.124,0.09699999999999999,0.059000000000000004,0.047,0.11,0.066,0.015,0.505,0.495,208334.0
96,Cabarrus County,North Carolina,0.059000000000000004,0.077,0.064,0.07,0.064,0.128,0.14400000000000002,0.13699999999999998,0.055999999999999994,0.064,0.079,0.046,0.011000000000000001,0.505,0.495,244925.0
97,Cabell County,West Virginia,0.048,0.044000000000000004,0.064,0.067,0.10099999999999999,0.128,0.11699999999999999,0.11699999999999999,0.047,0.06,0.114,0.07400000000000001,0.019,0.51,0.49,91489.0
98,Cache County,Utah,0.067,0.087,0.076,0.099,0.14400000000000002,0.146,0.107,0.10099999999999999,0.042,0.03,0.06,0.034,0.006999999999999999,0.493,0.507,145487.0
99,Caddo Parish,Louisiana,0.059000000000000004,0.052000000000000005,0.079,0.06,0.061,0.126,0.13,0.115,0.057999999999999996,0.064,0.11699999999999999,0.06,0.019,0.529,0.47100000000000003,224893.0
100,Caguas Municipio,Puerto Rico,0.03,0.04,0.044000000000000004,0.057999999999999996,0.065,0.141,0.124,0.132,0.06,0.073,0.113,0.078,0.043,0.541,0.45899999999999996,124628.0
101,Calcasieu Parish,Louisiana,0.061,0.075,0.064,0.071,0.055999999999999994,0.131,0.142,0.111,0.051,0.066,0.105,0.053,0.013999999999999999,0.51,0.49,206861.0
102,Caldwell County,North Carolina,0.046,0.054000000000000006,0.046,0.07200000000000001,0.068,0.099,0.115,0.13,0.07200000000000001,0.08,0.127,0.069,0.022000000000000002,0.49700000000000005,0.503,80739.0
103,Calhoun County,Alabama,0.055,0.067,0.06,0.066,0.076,0.124,0.128,0.11599999999999999,0.067,0.053,0.113,0.057,0.02,0.527,0.473,116427.0
104,Calhoun County,Michigan,0.057999999999999996,0.057,0.057999999999999996,0.075,0.06,0.131,0.11900000000000001,0.121,0.049,0.07400000000000001,0.12300000000000001,0.057,0.018000000000000002,0.504,0.496,133785.0
105,Calvert County,Maryland,0.057,0.057,0.07200000000000001,0.065,0.047,0.121,0.159,0.11,0.062,0.08,0.102,0.047,0.02,0.495,0.505,94913.0
106,Cambria County,Pennsylvania,0.045,0.054000000000000006,0.054000000000000006,0.065,0.061,0.102,0.11199999999999999,0.12,0.057,0.08199999999999999,0.145,0.07400000000000001,0.028999999999999998,0.495,0.505,130108.0
107,Camden County,New Jersey,0.057999999999999996,0.06,0.065,0.061,0.059000000000000004,0.13699999999999998,0.14,0.122,0.055999999999999994,0.068,0.1,0.053,0.018000000000000002,0.517,0.483,533988.0
108,Cameron County,Texas,0.069,0.077,0.081,0.083,0.078,0.134,0.11699999999999999,0.115,0.047,0.051,0.08199999999999999,0.05,0.015,0.506,0.494,431874.0
109,Campbell County,Kentucky,0.05,0.049,0.068,0.057,0.057,0.153,0.13699999999999998,0.115,0.062,0.066,0.114,0.055,0.017,0.507,0.493,94008.0
110,Canadian County,Oklahoma,0.062,0.062,0.079,0.067,0.061,0.136,0.16399999999999998,0.124,0.053,0.054000000000000006,0.08,0.045,0.012,0.503,0.49700000000000005,181760.0
111,Canyon County,Idaho,0.065,0.066,0.077,0.073,0.068,0.145,0.135,0.114,0.045,0.061,0.09,0.047,0.012,0.498,0.502,266892.0
112,Cape Girardeau County,Missouri,0.047,0.055999999999999994,0.07400000000000001,0.067,0.10400000000000001,0.124,0.115,0.11699999999999999,0.062,0.051,0.10400000000000001,0.063,0.016,0.503,0.49700000000000005,83658.0
113,Cape May County,New Jersey,0.031,0.046,0.051,0.039,0.043,0.10099999999999999,0.1,0.114,0.068,0.09,0.183,0.109,0.026000000000000002,0.506,0.494,93875.0
114,Capitol Planning Region,Connecticut,0.05,0.053,0.057,0.068,0.07200000000000001,0.132,0.133,0.11699999999999999,0.061,0.069,0.106,0.06,0.022000000000000002,0.51,0.49,991508.0
115,Carbon County,Pennsylvania,0.043,0.047,0.057,0.066,0.052000000000000005,0.10800000000000001,0.12300000000000001,0.11900000000000001,0.075,0.07400000000000001,0.14400000000000002,0.066,0.027000000000000003,0.518,0.48200000000000004,65743.0
116,Carolina Municipio,Puerto Rico,0.03,0.036000000000000004,0.048,0.055,0.064,0.141,0.113,0.127,0.066,0.063,0.11,0.099,0.048,0.547,0.45299999999999996,150679.0
117,Carroll County,Georgia,0.049,0.078,0.064,0.084,0.084,0.13699999999999998,0.11599999999999999,0.129,0.047,0.067,0.086,0.044000000000000004,0.013999999999999999,0.512,0.488,129911.0
118,Carroll County,Maryland,0.057,0.055999999999999994,0.064,0.063,0.057,0.10800000000000001,0.133,0.127,0.066,0.08,0.106,0.057,0.024,0.506,0.494,177108.0
119,Carteret County,North Carolina,0.035,0.049,0.04,0.055999999999999994,0.044000000000000004,0.09,0.111,0.125,0.075,0.081,0.177,0.08900000000000001,0.027999999999999997,0.514,0.486,70259.0
120,Carver County,Minnesota,0.052000000000000005,0.063,0.079,0.076,0.044000000000000004,0.102,0.16,0.13,0.07,0.061,0.099,0.045,0.016,0.501,0.499,112628.0
121,Cascade County,Montana,0.051,0.07200000000000001,0.063,0.055999999999999994,0.068,0.136,0.127,0.10800000000000001,0.055999999999999994,0.061,0.11699999999999999,0.067,0.019,0.49200000000000005,0.508,84523.0
122,Cass County,Missouri,0.055999999999999994,0.061,0.062,0.064,0.057,0.128,0.125,0.128,0.064,0.063,0.114,0.053,0.026000000000000002,0.518,0.48200000000000004,113873.0
123,Cass County,North Dakota,0.049,0.054000000000000006,0.079,0.075,0.10400000000000001,0.16399999999999998,0.149,0.1,0.045,0.048,0.079,0.038,0.017,0.496,0.504,200945.0
124,Catawba County,North Carolina,0.053,0.055999999999999994,0.067,0.059000000000000004,0.055,0.13,0.124,0.125,0.061,0.07,0.111,0.071,0.019,0.515,0.485,167054.0
125,Catoosa County,Georgia,0.042,0.062,0.057,0.066,0.055,0.125,0.128,0.135,0.055999999999999994,0.075,0.11,0.07,0.017,0.519,0.48100000000000004,68940.0
126,Cattaraugus County,New York,0.045,0.057,0.067,0.066,0.061,0.10300000000000001,0.126,0.115,0.065,0.07200000000000001,0.134,0.061,0.026000000000000002,0.496,0.504,75475.0
127,Cayuga County,New York,0.044000000000000004,0.049,0.055999999999999994,0.053,0.054000000000000006,0.11599999999999999,0.132,0.11599999999999999,0.066,0.079,0.139,0.07200000000000001,0.023,0.49700000000000005,0.503,74567.0
128,Cecil County,Maryland,0.062,0.059000000000000004,0.052000000000000005,0.063,0.055,0.126,0.14,0.11900000000000001,0.065,0.078,0.111,0.055999999999999994,0.013999999999999999,0.512,0.488,106305.0
129,Centre County,Pennsylvania,0.035,0.043,0.037000000000000005,0.13699999999999998,0.14,0.114,0.11699999999999999,0.09699999999999999,0.055,0.055999999999999994,0.09699999999999999,0.047,0.025,0.474,0.526,159805.0
130,Champaign County,Illinois,0.046,0.05,0.057,0.096,0.174,0.135,0.11900000000000001,0.08900000000000001,0.040999999999999995,0.047,0.086,0.045,0.013999999999999999,0.501,0.499,212374.0
131,Charles County,Maryland,0.055999999999999994,0.067,0.063,0.07,0.06,0.11699999999999999,0.147,0.133,0.07400000000000001,0.066,0.08800000000000001,0.042,0.015,0.521,0.479,174478.0
132,Charleston County,South Carolina,0.055999999999999994,0.045,0.06,0.054000000000000006,0.061,0.14800000000000002,0.149,0.11800000000000001,0.053,0.069,0.11199999999999999,0.057999999999999996,0.018000000000000002,0.515,0.485,431001.0
133,Charlotte County,Florida,0.023,0.027999999999999997,0.044000000000000004,0.037000000000000005,0.03,0.085,0.08,0.102,0.08199999999999999,0.094,0.203,0.161,0.032,0.513,0.48700000000000004,212122.0
134,Chatham County,Georgia,0.057999999999999996,0.055,0.053,0.068,0.077,0.153,0.132,0.113,0.061,0.055999999999999994,0.102,0.055,0.018000000000000002,0.526,0.474,307336.0
135,Chatham County,North Carolina,0.04,0.051,0.053,0.05,0.054000000000000006,0.084,0.124,0.142,0.07,0.065,0.135,0.102,0.03,0.511,0.489,83874.0
136,Chautauqua County,New York,0.05,0.057999999999999996,0.061,0.063,0.062,0.111,0.121,0.11199999999999999,0.067,0.07,0.136,0.07,0.02,0.509,0.491,124105.0
137,Chelan County,Washington,0.053,0.059000000000000004,0.08,0.049,0.054000000000000006,0.126,0.13699999999999998,0.107,0.055999999999999994,0.07200000000000001,0.12,0.066,0.022000000000000002,0.51,0.49,81228.0
138,Chemung County,New York,0.052000000000000005,0.059000000000000004,0.06,0.04,0.063,0.136,0.127,0.114,0.062,0.077,0.121,0.066,0.024,0.502,0.498,81115.0
139,Cherokee County,Georgia,0.051,0.051,0.073,0.065,0.065,0.11599999999999999,0.138,0.14,0.061,0.07,0.1,0.054000000000000006,0.015,0.503,0.49700000000000005,293513.0
140,Chesapeake city,Virginia,0.057999999999999996,0.059000000000000004,0.077,0.078,0.045,0.131,0.155,0.121,0.055,0.066,0.09699999999999999,0.043,0.017,0.509,0.491,254997.0
141,Cheshire County,New Hampshire,0.040999999999999995,0.036000000000000004,0.057999999999999996,0.07400000000000001,0.064,0.115,0.11699999999999999,0.106,0.062,0.08800000000000001,0.141,0.073,0.024,0.508,0.49200000000000005,78078.0
142,Chester County,Pennsylvania,0.053,0.059000000000000004,0.061,0.073,0.062,0.113,0.135,0.125,0.066,0.066,0.109,0.06,0.018000000000000002,0.504,0.496,560745.0
