data_year,groupb_arrestee_id,weapon_code,weapon_id
2024,55246295,01,51
2024,55246299,01,51
2024,55246307,01,51
2024,55246310,01,51
2024,55246320,01,51
2024,55246266,01,51
2024,55246275,01,51
2024,55246285,01,51
2024,55246287,01,51
2024,55246288,01,51
2024,55246297,01,51
2024,55246312,01,51
2024,55246317,01,51
2024,55246280,01,51
2024,55246281,01,51
2024,55246282,01,51
2024,55246284,01,51
2024,55246293,01,51
2024,55246305,01,51
2024,55246315,01,51
2024,55246375,01,51
2024,55246378,01,51
2024,55246383,01,51
2024,55246388,01,51
2024,55246393,01,51
2024,55246427,01,51
2024,55246428,01,51
2024,55246429,16,52
2024,55246431,01,51
2024,55246438,01,51
2024,55246443,01,51
2024,55246446,01,51
2024,55246449,01,51
2024,55246451,01,51
2024,55246452,01,51
2024,55246456,01,51
2024,55246368,01,51
2024,55246372,01,51
2024,55246374,01,51
2024,55246376,01,51
2024,55246389,01,51
2024,55246390,01,51
2024,55246397,01,51
2024,55246413,01,51
2024,55246418,01,51
2024,55246433,01,51
2024,55246437,01,51
2024,55246445,01,51
2024,55246373,01,51
2024,55246377,01,51
2024,55246382,01,51
2024,55246386,01,51
2024,55246387,01,51
2024,55246391,01,51
2024,55246392,01,51
2024,55246405,01,51
2024,55246411,01,51
2024,55246412,01,51
2024,55246417,01,51
2024,55246425,01,51
2024,55246426,01,51
2024,55246436,01,51
2024,55246444,01,51
2024,55246447,01,51
2024,55246448,01,51
2024,55246457,01,51
2024,55246460,01,51
2024,55246462,01,51
2024,55246464,01,51
2024,55246982,01,51
2024,55246997,01,51
2024,55247019,01,51
2024,55247033,01,51
2024,55247059,01,51
2024,55247076,01,51
2024,55247080,01,51
2024,55247133,01,51
2024,55247150,01,51
2024,55247161,01,51
2024,55246940,01,51
2024,55246948,01,51
2024,55246958,01,51
2024,55246972,01,51
2024,55246991,01,51
2024,55247031,01,51
2024,55247047,01,51
2024,55247057,01,51
2024,55247097,01,51
2024,55247121,01,51
2024,55246936,01,51
2024,55247008,01,51
2024,55247022,01,51
2024,55247027,01,51
2024,55247029,01,51
2024,55247054,01,51
2024,55247086,01,51
2024,55247100,01,51
2024,55247104,01,51
2024,55247138,01,51
2024,55247171,01,51
2024,55247174,01,51
2024,55247190,01,51
2024,55246951,01,51
2024,55246963,01,51
2024,55247017,01,51
2024,55247051,01,51
2024,55247068,01,51
2024,55247070,01,51
2024,55247072,01,51
2024,55247084,01,51
2024,55247094,01,51
2024,55247103,01,51
2024,55247129,01,51
2024,55247164,16,52
2024,55247205,01,51
2024,55246942,01,51
2024,55246967,01,51
2024,55246977,01,51
2024,55246993,01,51
2024,55247003,01,51
2024,55247042,01,51
2024,55247089,01,51
2024,55247107,01,51
2024,55247113,01,51
2024,55247166,01,51
2024,55246945,01,51
2024,55246954,01,51
2024,55246987,01,51
2024,55247000,01,51
