data_year,victim_id,injury_id
2024,206156227,5
2024,206156229,5
2024,206156234,4
2024,209930642,5
2024,206156267,5
2024,209930649,5
2024,206156278,4
2024,209930650,5
2024,206156285,4
2024,217299805,4
2024,209930658,5
2024,209930659,5
2024,212298837,3
2024,206156329,4
2024,206156338,4
2024,206156339,5
2024,220750682,5
2024,220750683,4
2024,206156355,5
2024,209930666,6
2024,206156418,4
2024,206156419,4
2024,217299836,3
2024,217299836,6
2024,206156432,4
2024,206156436,4
2024,206156445,4
2024,230421638,4
2024,230421639,4
2024,212298861,5
2024,212298862,5
2024,206158198,4
2024,213517322,4
2024,209930686,2
2024,222638822,5
2024,209930698,4
2024,222638840,5
2024,206158303,5
2024,213517355,4
2024,224386071,5
2024,224386072,5
2024,209930713,5
2024,206158337,1
